COURSE_ID,TITLE,DESCRIPTION
excourse15,Crash Course On Python,This Course Is Designed To Teach You The Foundations In Order To Write Simple Programs In Python Using The Most Common Structures  No Previous Exposure To Programming Is Needed  By The End Of This Course  You Ll Understand The Benefits Of Programming In It Roles  Be Able To Write Simple Programs Using Python  Figure Out How The Building Blocks Of Programming Fit Together  And Combine All Of This Knowledge To Solve A Complex Programming Problem  We Ll Start Off By Diving Into The Basics Of Writing A Computer Program  Along The Way  You  Ll Get Hands On Experience With Programming Concepts Through Interactive Exercises And Real World Examples  You  Ll Quickly Start To See How Computers Can Perform A Multitude Of Tasks    You Just Have To Write Code That Tells Them What To Do
excourse16,Programming For Everybody  Getting Started With Python ,This Course Aims To Teach Everyone The Basics Of Programming Computers Using Python  We Cover The Basics Of How One Constructs A Program From A Series Of Simple Instructions In Python   The Course Has No Pre Requisites And Avoids All But The Simplest Mathematics  Anyone With Moderate Computer Experience Should Be Able To Master The Materials In This Course  This Course Will Cover Chapters 1 5 Of The Textbook   Python For Everybody     Once A Student Completes This Course  They Will Be Ready To Take More Advanced Programming Courses  This Course Covers Python 3
excourse17,Python Basics,This Course Introduces The Basics Of Python 3  Including Conditional Execution And Iteration As Control Structures  And Strings And Lists As Data Structures  You Ll Program An On Screen Turtle To Draw Pretty Pictures  You Ll Also Learn To Draw Reference Diagrams As A Way To Reason About Program Executions  Which Will Help To Build Up Your Debugging Skills  The Course Has No Prerequisites  It Will Cover Chapters 1 9 Of The Textbook   Fundamentals Of Python Programming    Which Is The Accompanying Text  Optional And Free  For This Course The Course Is For You If You Re A Newcomer To Python Programming  If You Need A Refresher On Python Basics  Or If You May Have Had Some Exposure To Python Programming But Want A More In Depth Exposition And Vocabulary For Describing And Reasoning About Programs
excourse18,Python Programming  A Concise Introduction,The Goal Of The Course Is To Introduce Students To Python Version 3 X Programming Using Hands On Instruction  It Will Show How To Install Python And Use The Spyder Ide  Integrated Development Environment  For Writing And Debugging Programs  The Approach Will Be To Present An Example Followed By A Small Exercise Where The Learner Tries Something Similar To Solidify A Concept   At The End Of Each Module There Will Be An Exercise Where The Student Is Required To Write Simple Programs And Submit Them For Grading   It Is Intended For Students With Little Or No Programming Background  Although Students With Such A Background Should Be Able To Move Forward At Their Preferred Pace The Course Is Four Modules Long And Is Designed To Be Completed In Four Weeks
excourse19,Introduction To Python Programming,This Course Provides An Introduction To Programming And The Python Language   Students Are Introduced To Core Programming Concepts Like Data Structures  Conditionals  Loops  Variables  And Functions   This Course Includes An Overview Of The Various Tools Available For Writing And Running Python  And Gets Students Coding Quickly   It Also Provides Hands On Coding Exercises Using Commonly Used Data Structures  Writing Custom Functions  And Reading And Writing To Files  This Course May Be More Robust Than Some Other Introductory Python Courses  As It Delves Deeper Into Certain Essential Programming Topics
excourse20,Python And Statistics For Financial Analysis,Python Is Now Becoming The Number 1 Programming Language For Data Science  Due To Python  S Simplicity And High Readability  It Is Gaining Its Importance In The Financial Industry   The Course Combines Both Python Coding And Statistical Concepts And Applies Into Analyzing Financial Data  Such As Stock Data By The End Of The Course  You Can Achieve The Following Using Python   Import  Pre Process  Save And Visualize Financial Data Into Pandas Dataframe  Manipulate The Existing Financial Data By Generating New Variables Using Multiple Columns  Recall And Apply The Important Statistical Concepts  Random Variable  Frequency  Distribution  Population And Sample  Confidence Interval  Linear Regression  Etc    Into Financial Contexts  Build A Trading Model Using Multiple Linear Regression Model   Evaluate The Performance Of The Trading Model Using Different Investment Indicatorsjupyter Notebook Environment Is Configured In The Course Platform For Practicing Python Coding Without Installing Any Client Applications
excourse21,Applied Machine Learning In Python,This Course Will Introduce The Learner To Applied Machine Learning  Focusing More On The Techniques And Methods Than On The Statistics Behind These Methods  The Course Will Start With A Discussion Of How Machine Learning Is Different Than Descriptive Statistics  And Introduce The Scikit Learn Toolkit Through A Tutorial  The Issue Of Dimensionality Of Data Will Be Discussed  And The Task Of Clustering Data  As Well As Evaluating Those Clusters  Will Be Tackled  Supervised Approaches For Creating Predictive Models Will Be Described  And Learners Will Be Able To Apply The Scikit Learn Predictive Modelling Methods While Understanding Process Issues Related To Data Generalizability  E G  Cross Validation  Overfitting   The Course Will End With A Look At More Advanced Techniques  Such As Building Ensembles  And Practical Limitations Of Predictive Models  By The End Of This Course  Students Will Be Able To Identify The Difference Between A Supervised  Classification  And Unsupervised  Clustering  Technique  Identify Which Technique They Need To Apply For A Particular Dataset And Need  Engineer Features To Meet That Need  And Write Python Code To Carry Out An Analysis  This Course Should Be Taken After Introduction To Data Science In Python And Applied Plotting  Charting   Data Representation In Python And Before Applied Text Mining In Python And Applied Social Analysis In Python
excourse22,Introduction To Data Science In Python,This Course Will Introduce The Learner To The Basics Of The Python Programming Environment  Including Fundamental Python Programming Techniques Such As Lambdas  Reading And Manipulating Csv Files  And The Numpy Library  The Course Will Introduce Data Manipulation And Cleaning Techniques Using The Popular Python Pandas Data Science Library And Introduce The Abstraction Of The Series And Dataframe As The Central Data Structures For Data Analysis  Along With Tutorials On How To Use Functions Such As Groupby  Merge  And Pivot Tables Effectively  By The End Of This Course  Students Will Be Able To Take Tabular Data  Clean It  Manipulate It  And Run Basic Inferential Statistical Analyses  This Course Should Be Taken Before Any Of The Other Applied Data Science With Python Courses  Applied Plotting  Charting   Data Representation In Python  Applied Machine Learning In Python  Applied Text Mining In Python  Applied Social Network Analysis In Python
excourse23,Data Analysis Using Python,This Course Provides An Introduction To Basic Data Science Techniques Using Python   Students Are Introduced To Core Concepts Like Data Frames And Joining Data  And Learn How To Use Data Analysis Libraries Like Pandas  Numpy  And Matplotlib   This Course Provides An Overview Of Loading  Inspecting  And Querying Real World Data  And How To Answer Basic Questions About That Data   Students Will Gain Skills In Data Aggregation And Summarization  As Well As Basic Data Visualization
excourse24,Introduction To Cloud Computing,This Course Introduces You To The Core Concepts Of Cloud Computing  You Gain The Foundational Knowledge Required For Understanding Cloud Computing From A Business Perspective As Also For Becoming A Cloud Practitioner  You Understand The Definition And Essential Characteristics Of Cloud Computing  Its History  The Business Case For Cloud Computing  And Emerging Technology Usecases Enabled By Cloud  We Introduce You To Some Of The Prominent Service Providers Of Our Times  E G  Aws  Google  Ibm  Microsoft  Etc   The Services They Offer  And Look At Some Case Studies Of Cloud Computing Across Industry Verticals  You Learn About The Various Cloud Service Models  Iaas  Paas  Saas  And Deployment Models  Public  Private  Hybrid  And The Key Components Of A Cloud Infrastructure  Vms  Networking  Storage   File  Block  Object  Cdn   We Also Cover Emergent Cloud Trends And Practices Including   Hybrid Multicloud  Microservices  Serverless  Devops  Cloud Native And Application Modernization  And We Go Over The Basics Of Cloud Security  Monitoring  And Different Job Roles In The Cloud Industry  Even Though This Course Does Not Require Any Prior Cloud Computing Or Programming Experience  By The End Of The Course  You Will Have Created Your Own Account On Ibm Cloud And Gained Some Hands On Experience By Provisioning A Cloud Service And Working With It This Course Is Suitable For A Large Variety Of Audiences   Whether You Are An Executive   Manager   Student Who Wants To Become Familiar With Cloud Computing Terminology And Concepts  Or Someone Who Wants Foundational  Grounding In Cloud Computing To Start A Career In This Field Or Become A Cloud Practitioner   Such As A Cloud Engineer  Developer  Analyst  Etc The Completion Of This Course Also Makes You Eligible To Earn The Cloud Computing Core Ibm Digital Badge   More Information About The Badge Can Be Found Here  Https   Www Youracclaim Com Org Ibm Badge Introduction To Cloud Computing
excourse25,Cloud Computing Basics  Cloud 101 ,Welcome To Cloud Computing Basics  Cloud 101   Over The Next Few Weeks  We Will Discuss The Basics Of Cloud Computing  What It Is  What It Supports  And How It Is Delivered  We Will Delve Into Storage Services  Cloud Economics  Levels Of Managed Infrastructure  And Azure Services  We Will Also Explore Different Deployment Models Of Cloud Computing  As Well As Several Hosting Scenarios  Last But Not Least  We Will Compare Some Of The Cloud Platforms And Discuss The Future Of Cloud Computing
excourse26,Cloud Computing Foundations,Welcome To The First Course In The Building Cloud Computing Solutions At Scale Specialization  In This Course  You Will Learn How To Build Foundational Cloud Computing Infrastructure  Including Websites Involving Serverless Technology And Virtual Machines  You Will Also Learn How To Apply Agile Software Development Techniques To Projects Which Will Be Useful In Building Portfolio Projects And Global Scale Cloud Infrastructures  This Course Is Ideal For Beginners As Well As Intermediate Students Interested In Applying Cloud Computing To Data Science  Machine Learning And Data Engineering  Students Should Have Beginner Level Linux And Intermediate Level Python Skills  For Your Project In This Course  You Will Build A Statically Hosted Website Using The Hugo Framework  Aws Code Pipelines  Aws S3 And Github
excourse27,Cloud Computing Concepts  Part 1,Cloud Computing Systems Today  Whether Open Source Or Used Inside Companies  Are Built Using A Common Set Of Core Techniques  Algorithms  And Design Philosophies    All Centered Around Distributed Systems  Learn About Such Fundamental Distributed Computing   Concepts   For Cloud Computing Some Of These Concepts Include  Clouds  Mapreduce  Key Value Nosql Stores  Classical Distributed Algorithms  Widely Used Distributed Algorithms  Scalability  Trending Areas  And Much  Much More   Know How These Systems Work From The Inside Out  Get Your Hands Dirty Using These Concepts With Provided Homework Exercises  In The Programming Assignments  Implement Some Of These Concepts In Template Code  Programs  Provided In The C++ Programming Language  Prior Experience With C++ Is Required  The Course Also Features Interviews With Leading Researchers And Managers  From Both Industry And Academia
excourse28,Fundamentals Of Cloud Computing,This Course Is The Second Of A Series That Aims To Prepare You For A Role Working In Data Analytics  In This Course  You Will Be Introduced To Many Of The Core Concepts Of Cloud Computing  You Will Learn About The Primary Deployment Models  We  Ll Go Through The Common Cloud Computing Service Models  The Hands On Material Offers The Opportunity To Review And Configure A Cloud Account  This Course Covers A Wide Variety Of Topics That Are Critical For Understanding Cloud Computing And Are Designed To Give You An Introduction And Overview As You Begin To Build Relevant Knowledge And Skills
excourse29,Cloud Computing Concepts  Part 2,Cloud Computing Systems Today  Whether Open Source Or Used Inside Companies  Are Built Using A Common Set Of Core Techniques  Algorithms  And Design Philosophies    All Centered Around Distributed Systems  Learn About Such Fundamental Distributed Computing   Concepts   For Cloud Computing Some Of These Concepts Include  Clouds  Mapreduce  Key Value Nosql Stores  Classical Distributed Algorithms  Widely Used Distributed Algorithms  Scalability  Trending Areas  And Much  Much More   Know How These Systems Work From The Inside Out  Get Your Hands Dirty Using These Concepts With Provided Homework Exercises  In The Programming Assignments  Implement Some Of These Concepts In Template Code  Programs  Provided In The C++ Programming Language  Prior Experience With C++ Is Required  The Course Also Features Interviews With Leading Researchers And Managers  From Both Industry And Academia
excourse30,Cloud Computing Applications  Part 1  Cloud Systems And Infrastructure,Welcome To The Cloud Computing Applications Course  The First Part Of A Two Course Series Designed To Give You A Comprehensive View On The World Of Cloud Computing And Big Data  In This First Course We Cover A Multitude Of Technologies That Comprise The Modern Concept Of Cloud Computing  Cloud Computing Is An Information Technology Revolution That Has Just Started To Impact Many Enterprise Computing Systems In Major Ways  And It Will Change The Face Of Computing In The Years To Come We Start The First Week By Introducing Some Major Concepts In Cloud Computing  The Economics Foundations Of It And We Introduce The Concept Of Big Data  We Also Cover The Concept Of Software Defined Architectures  And How Virtualization Results In Cloud Infrastructure And How Cloud Service Providers Organize Their Offerings  In Week Two  We Cover Virtualization And Containers With Deeper Focus  Including Lectures On Docker  Jvm And Kubernates  We Finish Up Week Two By Comparing The Infrastructure As A Service Offering By The Big Three  Amazon  Google And Microsoft  Week Three Moves To Higher Level Of Cloud Offering  Including Platform As A Service  Mobile Backend As A Service And Even Serverless Architectures  We Also Talk About Some Of The Cloud Middleware Technologies That Are Fundamental To Cloud Based Applications Such As Rpc And Rest  Json And Load Balancing  Week Three Also Covers Metal As A Service  Maas   Where Physical Machines Are Provisioned In A Cloud Environment  Week Four Introduces Higher Level Cloud Services With Special Focus On Cloud Storage Services  We Introduce Hive  Hdfs And Ceph As Pure Big Data Storage And File Systems  And Move On To Cloud Object Storage Systems  Virtual Hard Drives And Virtual Archival Storage Options  As Discussion On Dropbox Cloud Solution Wraps Up Week 4 And The Course
excourse31,Cloud Computing Applications  Part 2  Big Data And Applications In The Cloud,Welcome To The Cloud Computing Applications Course  The Second Part Of A Two Course Series Designed To Give You A Comprehensive View On The World Of Cloud Computing And Big Data In This Second Course We Continue Cloud Computing Applications By Exploring How The Cloud Opens Up Data Analytics Of Huge Volumes Of Data That Are Static Or Streamed At High Velocity And Represent An Enormous Variety Of Information  Cloud Applications And Data Analytics Represent A Disruptive Change In The Ways That Society Is Informed By  And Uses Information  We Start The First Week By Introducing Some Major Systems For Data Analysis Including Spark And The Major Frameworks And Distributions Of Analytics Applications Including Hortonworks  Cloudera  And Mapr  By The Middle Of Week One We Introduce The Hdfs Distributed And Robust File System That Is Used In Many Applications Like Hadoop And Finish Week One By Exploring The Powerful Mapreduce Programming Model And How Distributed Operating Systems Like Yarn And Mesos Support A Flexible And Scalable Environment For Big Data Analytics  In Week Two  Our Course Introduces Large Scale Data Storage And The Difficulties And Problems Of Consensus In Enormous Stores That Use Quantities Of Processors  Memories And Disks  We Discuss Eventual Consistency  Acid  And Base And The Consensus Algorithms Used In Data Centers Including Paxos And Zookeeper  Our Course Presents Distributed Key Value Stores And In Memory Databases Like Redis Used In Data Centers For Performance  Next We Present Nosql Databases  We Visit Hbase  The Scalable  Low Latency Database That Supports Database Operations In Applications That Use Hadoop  Then Again We Show How Spark Sql Can Program Sql Queries On Huge Data  We Finish Up Week Two With A Presentation On Distributed Publish Subscribe Systems Using Kafka  A Distributed Log Messaging System That Is Finding Wide Use In Connecting Big Data And Streaming Applications Together To Form Complex Systems  Week Three Moves To Fast Data Real Time Streaming And Introduces Storm Technology That Is Used Widely In Industries Such As Yahoo  We Continue With Spark Streaming  Lambda And Kappa Architectures  And A Presentation Of The Streaming Ecosystem  Week Four Focuses On Graph Processing  Machine Learning  And Deep Learning  We Introduce The Ideas Of Graph Processing And Present Pregel  Giraph  And Spark Graphx  Then We Move To Machine Learning With Examples From Mahout And Spark  Kmeans  Naive Bayes  And Fpm Are Given As Examples  Spark Ml And Mllib Continue The Theme Of Programmability And Application Construction  The Last Topic We Cover In Week Four Introduces Deep Learning Technologies Including Theano  Tensor Flow  Cntk  Mxnet  And Caffe On Spark
excourse32,Introduction To Data Analytics,This Course Presents A Gentle Introduction Into The Concepts Of Data Analysis  The Role Of A Data Analyst  And The Tools That Are Used To Perform Daily Functions  You Will Gain An Understanding Of The Data Ecosystem And The Fundamentals Of Data Analysis  Such As Data Gathering Or Data Mining   You Will Then Learn The Soft Skills That Are Required To Effectively Communicate Your Data To Stakeholders  And How Mastering These Skills Can Give You The Option To Become A Data Driven Decision Maker This Course Will Help You To Differentiate Between The Roles Of A Data Analyst  Data Scientist  And Data Engineer  You Will Learn The Responsibilities Of A Data Analyst And Exactly What Data Analysis Entails  You Will Be Able To Summarize The Data Ecosystem  Such As Databases And Data Warehouses  You Will Then Uncover The Major Vendors Within The Data Ecosystem And Explore The Various Tools On Premise And In The Cloud  Continue This Exciting Journey And Discover Big Data Platforms Such As Hadoop  Hive  And Spark  By The End Of This Course You Will Be Able To Visualize The Daily Life Of A Data Analyst  Understand The Different Career Paths That Are Available For Data Analytics  And Identify The Many Resources Available For Mastering This Profession      Throughout This Course You Will Learn The Key Aspects To Data Analysis  You Will Begin To Explore The Fundamentals Of Gathering Data  And Learning How To Identify Your Data Sources  You Will Then Learn How To Clean  Analyze  And Share Your Data With The Use Of Visualizations And Dashboard Tools  This All Comes Together In The Final Project Where It Will Test Your Knowledge Of The Course Material  Explore What It Means To Be A Data Analyst  And Provide A Real World Scenario Of Data Analysis
excourse33,Excel Basics For Data Analysis,This Course Is Designed To Provide You With Basic Working Knowledge For Using Excel Spreadsheets For Data Analysis  It Covers Some Of The First Steps For Working With Spreadsheets And Their Usage In The Process Of Analyzing Data   It Includes Plenty Of Videos  Demos  And Examples For You To Learn  Followed By Step By Step Instructions For You To Apply And Practice On A Live Spreadsheet Excel Is An Essential Tool For Working With Data   Whether For Business  Marketing  Data Analytics  Or Research  This Course Is Suitable For Those Aspiring To Take Up Data Analysis Or Data Science As A Profession  As Well As Those Who Just Want To Use Excel For Data Analysis In Their Own Domains  You Will Gain Valuable Experience In Cleansing And Wrangling Data Using Functions And Then Analyze Your Data Using Techniques Like Filtering  Sorting And Creating Pivot Tables    This Course Starts With An Introduction To Spreadsheets Like Microsoft Excel And Google Sheets And Loading Data From Multiple Formats  With This Introduction You Will Then Learn To Perform Some Basic Level Data Wrangling And Cleansing Tasks And Continue To Expand Your Knowledge Of Analyzing Data Through The Use Of Filtering  Sorting  And Using Pivot Tables Within The Spreadsheet  By Performing These Tasks Throughout The Course  It Will Give You An Understanding Of How Spreadsheets Can Be Used As A Data Analysis Tool And Understand Its Limitations  There Is A Strong Focus On Practice And Applied Learning In This Course  With Each Lab  You Will Gain Hands On Experience In Manipulating Data And Begin To Understand The Important Role Of Spreadsheets  Clean And Analyze Your Data Faster By Understanding Functions In The Formatting Of Data  You Will Then Convert Your Data To A Pivot Table And Learn Its Features To Make Your Data Organized And Readable  The Final Project Enables You To Show Off Your Newly Acquired Data Analysis Skills  By The End Of This Course You Will Have Worked With Several Data Sets And Spreadsheets And Demonstrated The Basics Of Cleaning And Analyzing Data All Without Having To Learn Any Code  Getting Started With Excel Is Made Easy In This Course  It Does Not Require Any Prior Experience With Spreadsheets Or Coding  Nor Does It Require Downloads Or Installation Of Any Software  All You Need Is A Device With A Modern Web Browser  And Ability To Create A Microsoft Account To Access Excel Online At No Cost   However If You Already Have A Desktop Version Of Excel  You Can Follow Along Quite Easily As Well
excourse34,Introduction To Data Analysis,With This Course  You Will Begin To Take The First Steps In The World Of Data Analysis  You Will See In Detail The Main Concepts And Processes That Make Up This Discipline  The Main Goal Of The Course Is Acquisition Of Knowledge About The Mathematical And Statistical Basics Underlying The Main Ideas And Approaches Used In Data Science  This Is Achieved Through Setting And Solving Typical Tasks  Which A Researcher In The Field Of Data Science Can Face In His Work  You Will Get Practical Skills In Working With Data Analysis Tools Used In Different Spheres Of Human Activity  You Will Be Acquainted With The Main Tasks  Methods And Basic Algorithms  As Well As With The Spheres Of Their Practical Applications  You Will Know How Applied Problems Of Data Processing And Analysis Are Being Solved  You Will Be Acquainted With The Main Concepts Of Artificial Neural Networks And The Ways They Are Being Trained
excourse35,Introduction To Predictive Modeling,Welcome To Introduction To Predictive Modeling  The First Course In The University Of Minnesota  S Analytics For Decision Making Specialization This Course Will Introduce To You The Concepts  Processes  And Applications Of Predictive Modeling  With A Focus On Linear Regression And Time Series Forecasting Models And Their Practical Use In Microsoft Excel  By The End Of The Course  You Will Be Able To            Understand The Concepts  Processes  And Applications Of Predictive Modeling            Understand The Structure Of And Intuition Behind Linear Regression Models            Be Able To Fit Simple And Multiple Linear Regression Models To Data  Interpret The Results  Evaluate The Goodness Of Fit  And Use Fitted Models To Make Predictions            Understand The Problem Of Overfitting And Underfitting And Be Able To Conduct Simple Model Selection            Understand The Concepts  Processes  And Applications Of Time Series Forecasting As A Special Type Of Predictive Modeling            Be Able To Fit Several Time Series Forecasting Models  E G   Exponential Smoothing And Holt Winter  S Method  In Excel  Evaluate The Goodness Of Fit  And Use Fitted Models To Make Forecasts            Understand Different Types Of Data And How They May Be Used In Predictive Models            Use Excel To Prepare Data For Predictive Modeling  Including Exploring Data Patterns  Transforming Data  And Dealing With Missing Values This Is An Introductory Course To Predictive Modeling  The Course Provides A Combination Of Conceptual And Hands On Learning  During The Course  We Will Provide You Opportunities To Practice Predictive Modeling Techniques On Real World Datasets Using Excel
excourse36,Data Analysis Using Python,This Course Provides An Introduction To Basic Data Science Techniques Using Python   Students Are Introduced To Core Concepts Like Data Frames And Joining Data  And Learn How To Use Data Analysis Libraries Like Pandas  Numpy  And Matplotlib   This Course Provides An Overview Of Loading  Inspecting  And Querying Real World Data  And How To Answer Basic Questions About That Data   Students Will Gain Skills In Data Aggregation And Summarization  As Well As Basic Data Visualization
excourse37,Data Analysis With R Programming,This Course Is The Seventh Course In The Google Data Analytics Certificate  These Courses Will Equip You With The Skills Needed To Apply To Introductory Level Data Analyst Jobs  In This Course  You  Ll Learn About The Programming Language Known As R  You  Ll Find Out How To Use Rstudio  The Environment That Allows You To Work With R  This Course Will Also Cover The Software Applications And Tools That Are Unique To R  Such As R Packages  You  Ll Discover How R Lets You Clean  Organize  Analyze  Visualize  And Report Data In New And More Powerful Ways   Current Google Data Analysts Will Continue To Instruct And Provide You With Hands On Ways To Accomplish Common Data Analyst Tasks With The Best Tools And Resources Learners Who Complete This Certificate Program Will Be Equipped To Apply For Introductory Level Jobs As Data Analysts  No Previous Experience Is Necessary By The End Of This Course  You Will    Examine The Benefits Of Using The R Programming Language    Discover How To Use Rstudio To Apply R To Your Analysis     Explore The Fundamental Concepts Associated With Programming In R     Explore The Contents And Components Of R Packages Including The Tidyverse Package    Gain An Understanding Of Dataframes And Their Use In R    Discover The Options For Generating Visualizations In R    Learn About R Markdown For Documenting R Programming
excourse38,Data Analysis With Python,Learn How To Analyze Data Using Python  This Course Will Take You From The Basics Of Python To Exploring Many Different Types Of Data  You Will Learn How To Prepare Data For Analysis  Perform Simple Statistical Analysis  Create Meaningful Data Visualizations  Predict Future Trends From Data  And More Topics Covered 1  Importing Datasets2  Cleaning The Data3  Data Frame Manipulation4  Summarizing The Data5  Building Machine Learning Regression Models6  Building Data Pipelines Data Analysis With Python Will Be Delivered Through Lecture  Lab  And Assignments  It Includes Following Parts Data Analysis Libraries  Will Learn To Use Pandas  Numpy And Scipy Libraries To Work With A Sample Dataset  We Will Introduce You To Pandas  An Open Source Library  And We Will Use It To Load  Manipulate  Analyze  And Visualize Cool Datasets  Then We Will Introduce You To Another Open Source Library  Scikit Learn  And We Will Use Some Of Its Machine Learning Algorithms To Build Smart Models And Make Cool Predictions
excourse39,Excel Fundamentals For Data Analysis,As Data Becomes The Modern Currency  So The Ability To Analyse The Data Quickly And Accurately Has Become Of Paramount Importance  Excel With Its Extraordinarily Broad Range Of Features And Capabilities Is One Of The Most Widely Used Programs For Doing This  In The First Course Of Our Excel Skills For Data Analysis And Visualization Specialization  You Will Learn The Fundamentals Of Excel For Data Analysis  When You Have Completed The Course  You Will Be Able To Use A Range Of Excel Tools And Functions To Clean And Prepare Data For Analysis  Automate Data Analysis With The Help Of Named Ranges And Tables  And Use Logical And Lookup Functions To Transform  Link And Categorise Data This Course Will Enable You To Build A Strong Foundation In The Fundamentals  Helping You To Be More Efficient In Your Day To Day And Developing The Necessary Skills To Work With The More Advanced Techniques Used In Later Courses  To Make The Content Easy To Relate To And To Personalize The Learning Experience  We Are Going To Follow Zara S Journey Through The Course  Who Is Zara  Well  She Is No One And Everyone  You Will Find That Zara S Trials And Tribulations Sound Familiar  And Together With Zara  You Will Develop Your Excel Skills Along The Way    And  Importantly  Have Some Fun Doing It The Excel Skills For Data Analytics And Visualization Courses Are The Sequel To One Of Most Successful Specializations On Coursera  Excel Skills For Business  Which Has Attracted Hundreds Of Thousands Of Learners And Top Ratings  Transform Your Skills  Your Confidence  And Your Opportunities By Adding This New Set Of Skills To Your Repertoire
excourse40,Exploratory Data Analysis For Machine Learning,This First Course In The Ibm Machine Learning Professional Certificate Introduces You To Machine Learning And The Content Of The Professional Certificate  In This Course You Will Realize The Importance Of Good  Quality Data  You Will Learn Common Techniques To Retrieve Your Data  Clean It  Apply Feature Engineering  And Have It Ready For Preliminary Analysis And Hypothesis Testing By The End Of This Course You Should Be Able To Retrieve Data From Multiple Data Sources  Sql  Nosql Databases  Apis  Cloud Describe And Use Common Feature Selection And Feature Engineering Techniqueshandle Categorical And Ordinal Features  As Well As Missing Valuesuse A Variety Of Techniques For Detecting And Dealing With Outliersarticulate Why Feature Scaling Is Important And Use A Variety Of Scaling Techniques Who Should Take This Course This Course Targets Aspiring Data Scientists Interested In Acquiring Hands On Experience  With Machine Learning And Artificial Intelligence In A Business Setting  What Skills Should You Have To Make The Most Out Of This Course  You Should Have Familiarity With Programming On A Python Development Environment  As Well As Fundamental Understanding Of Calculus  Linear Algebra  Probability  And Statistics
excourse41,Introduction To Data Analysis Using Excel,The Use Of Excel Is Widespread In The Industry  It Is A Very Powerful Data Analysis Tool And Almost All Big And Small Businesses Use Excel In Their Day To Day Functioning  This Is An Introductory Course In The Use Of Excel And Is Designed To Give You A Working Knowledge Of Excel With The Aim Of Getting To Use It For More Advance Topics In Business Statistics Later  The Course Is Designed Keeping In Mind Two Kinds Of Learners    Those Who Have Very Little Functional Knowledge Of Excel And Those Who Use Excel Regularly But At A Peripheral Level And Wish To Enhance Their Skills  The Course Takes You From Basic Operations Such As Reading Data Into Excel Using Various Data Formats  Organizing And Manipulating Data  To Some Of The More Advanced Functionality Of Excel  All Along  Excel Functionality Is Introduced Using Easy To Understand Examples Which Are Demonstrated In A Way That Learners Can Become Comfortable In Understanding And Applying Them
excourse42,Big Data Analysis  Hive  Spark Sql  Dataframes And Graphframes,No Doubt Working With Huge Data Volumes Is Hard  But To Move A Mountain  You Have To Deal With A Lot Of Small Stones  But Why Strain Yourself  Using  Mapreduce And Spark You Tackle The Issue Partially  Thus Leaving Some Space For High Level Tools  Stop  Struggling To Make Your Big Data Workflow Productive And Efficient   Make Use Of The Tools We Are Offering You This Course Will Teach You How To   Warehouse Your Data Efficiently Using Hive  Spark Sql And Spark Datafframes    Work With Large Graphs  Such As Social Graphs Or Networks    Optimize Your Spark Applications For Maximum Performance Precisely  You Will Master Your Knowledge In   Writing And Executing Hive   Spark Sql Queries   Reasoning How The Queries Are Translated Into Actual Execution Primitives  Be It Mapreduce Jobs Or Spark Transformations    Organizing Your Data In Hive To Optimize Disk Space Usage And Execution Times   Constructing Spark Dataframes And Using Them To Write Ad Hoc Analytical Jobs Easily   Processing Large Graphs With Spark Graphframes   Debugging  Profiling And Optimizing Spark Application Performance
excourse43,Cloud Virtualization  Containers And Apis,Welcome To The Second Course In The Building Cloud Computing Solutions At Scale Specialization  In This Course  You Will Learn To Design Cloud Native Systems With The Fundamental Building Blocks Of Cloud Computing  These Building Blocks Include Virtual Machines And Containers  You Will Also Learn How To Build Effective Microservices Using Technologies Like Flask And Kubernetes  Finally  You Will Analyze Successful Patterns In Operations Including  Effective Alerts  Load Testing And Kaizen  This Course Is Ideal For Beginners As Well As Intermediate Students Interested In Applying Cloud Computing To Data Science  Machine Learning And Data Engineering  Students Should Have Beginner Level Linux And Intermediate Level Python Skills  For Your Project In This Course  You Build A Containerized Flask Application That Is Continuously Deployed To A Cloud Platform  Amazon Web Services  Aws   Azure Or Google Cloud Platform  Gcp
